"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Tommy La Stella","Angels","102","424","381","105","19","1","13","53","51","33","53","4","2","1","",".276",".338",".432",".770",".328","","106","0.1","-0.8","","3.3","-2.9","1.5","12371"
"Nick Solak","Rangers","109","458","407","109","18","2","17","55","60","40","100","6","6","2","",".268",".339",".445",".784",".333","","98","0.1","-0.9","","-1.1","0.2","1.5","19294"
"Jose Iglesias","Orioles","138","551","513","138","28","3","10","56","56","26","70","5","9","4","",".268",".308",".389",".696",".296","","80","0.1","2.7","","-13.7","9.6","1.5","10231"
"Lourdes Gurriel Jr.","Blue Jays","139","598","555","147","30","2","27","75","85","29","138","7","9","4","",".266",".308",".473",".782",".326","","103","0.4","-0.6","","2.3","-8.2","1.5","19238"
"Salvador Perez","Royals","128","550","515","130","26","1","27","66","82","22","110","8","2","1","",".252",".291",".465",".756",".314","","93","-2.6","6.6","","-7.7","12.5","1.5","7304"
"Khris Davis","Athletics","147","628","557","136","24","1","39","85","103","59","175","7","1","0","",".244",".321",".498",".819",".339","","115","-1.9","-0.2","","10.0","-17.2","1.5","9112"
"Martin Maldonado","Astros","86","333","299","66","14","1","10","37","39","21","83","7","1","0","",".220",".286",".375",".661",".283","","77","-1.0","2.5","","-11.0","9.7","1.4","6887"
"Maikel Franco","Royals","120","481","433","116","24","1","21","59","66","40","67","2","1","0","",".267",".330",".474",".804",".328","","102","-1.3","-2.7","","-0.2","-2.0","1.4","12179"
"Hanser Alberto","Orioles","139","589","556","160","27","2","13","64","62","20","58","5","6","3","",".288",".316",".412",".728",".308","","89","-0.3","0.4","","-9.0","2.9","1.4","11902"
"Yasiel Puig","","104","433","387","104","20","2","20","54","63","38","90","3","11","5","",".268",".336",".479",".815",".341","","111","-0.8","-0.1","","5.4","-5.3","1.4","14225"
"Nick Ahmed","Diamondbacks","149","600","543","132","29","4","18","61","70","45","115","4","7","3","",".244",".304",".412",".717",".303","","84","0.6","0.1","","-12.2","7.5","1.4","12147"
"Nomar Mazara","White Sox","120","516","466","119","23","1","25","66","76","39","115","5","3","1","",".255",".318",".468",".785",".328","","106","-0.6","-0.8","","3.3","-6.8","1.4","14553"
"Shed Long","Mariners","122","509","458","113","22","3","15","57","54","40","124","4","9","4","",".247",".311",".407",".718",".306","","93","0.9","-0.7","","-3.9","0.6","1.4","16542"
"Giovanny Urshela","Yankees","131","530","490","131","26","1","17","62","68","28","95","5","2","1","",".268",".312",".430",".741",".313","","94","-1.3","-1.1","","-5.4","1.1","1.4","10681"
"Austin Hays","Orioles","115","480","446","115","23","1","21","58","64","24","103","4","9","4","",".259",".300",".458",".758",".317","","94","0.4","-1.5","","-3.1","0.5","1.4","19363"
"Todd Frazier","Rangers","122","502","435","105","20","2","23","63","68","51","109","10","4","2","",".242",".332",".452",".783",".331","","97","-0.7","0.3","","-2.6","-0.8","1.4","785"
"Ji-Man Choi","Rays","110","471","402","100","21","2","18","59","60","58","117","5","3","1","",".248",".347",".442",".789",".335","","112","0.0","-0.3","","7.5","-9.8","1.4","5452"
"Stephen Piscotty","Athletics","104","431","384","101","23","1","17","54","58","37","91","6","2","1","",".262",".334",".463",".797",".336","","113","-0.7","-1.7","","6.2","-7.2","1.4","13367"
"Willson Contreras","Cubs","98","408","356","92","19","2","16","50","56","41","97","7","3","1","",".258",".342",".458",".800",".337","","107","-1.2","-0.3","","2.7","7.9","1.4","11609"
"Luis Urias","Brewers","117","467","409","103","20","2","12","49","52","44","96","7","4","2","",".252",".333",".403",".736",".316","","92","-0.2","-1.6","","-5.1","4.1","1.4","16622"
"Kyle Tucker","Astros","99","409","366","91","18","2","20","56","59","33","98","4","14","5","",".248",".315",".471",".786",".328","","107","0.5","0.4","","4.2","-4.6","1.4","18345"
"Ian Happ","Cubs","102","418","360","86","17","1","18","52","54","48","122","3","6","3","",".239",".332",".445",".777",".328","","101","0.1","-0.9","","0.6","-0.1","1.4","17919"
"Kevin Newman","Pirates","131","563","517","146","26","4","9","61","53","33","73","5","17","7","",".283",".330",".401",".731",".312","","92","0.3","-4.5","","-5.9","1.6","1.4","17696"
"Harrison Bader","Cardinals","88","349","307","73","13","2","12","38","40","31","99","7","8","4","",".238",".318",".408",".727",".308","","91","1.1","4.7","","-3.0","5.3","1.3","18030"
"Nicky Lopez","Royals","130","533","484","132","24","3","7","56","50","37","58","4","9","4","",".272",".327",".377",".704",".304","","86","0.1","2.0","","-9.6","4.3","1.3","19339"
"Travis Shaw","Blue Jays","107","448","385","89","19","1","20","56","60","53","112","4","3","1","",".232",".329",".441",".771",".325","","102","-0.4","3.8","","0.8","-3.0","1.3","11982"
"Elvis Andrus","Rangers","150","666","612","164","33","4","14","77","75","43","102","5","22","9","",".268",".319",".405",".724",".308","","82","1.9","-3.7","","-13.8","3.8","1.3","8709"
"Austin Hedges","Padres","56","220","200","43","8","1","9","22","26","15","65","2","1","0","",".213",".272",".392",".664",".278","","71","-0.2","0.3","","-8.6","4.9","1.3","12976"
"Max Stassi","Angels","53","207","183","38","7","0","6","22","22","18","62","3","1","1","",".208",".288",".354",".642",".278","","73","-0.3","-1.0","","-7.5","3.4","1.3","10059"
"Kole Calhoun","Diamondbacks","134","576","500","122","25","2","23","71","71","63","138","6","4","2","",".243",".332",".442",".774",".326","","99","-0.1","2.0","","-0.9","-4.7","1.3","11200"
"Reese McGuire","Blue Jays","68","268","242","58","12","1","7","29","29","20","53","2","2","1","",".242",".304",".388",".691",".295","","82","0.1","-0.6","","-6.1","5.1","1.3","15674"
"J.D. Davis","Mets","115","479","429","113","22","1","20","58","64","40","110","4","3","1","",".264",".329",".462",".791",".332","","109","-0.6","-3.6","","5.0","-7.5","1.3","16219"
"Hunter Dozier","Royals","149","635","568","143","30","7","22","75","82","56","171","4","4","2","",".252",".322",".446",".768",".323","","99","-1.1","-1.9","","-2.1","-7.4","1.3","15117"
"Tommy Edman","Cardinals","112","481","441","121","22","5","11","56","50","27","80","5","14","5","",".275",".322",".421",".743",".315","","96","2.0","1.1","","-0.8","-2.2","1.2","19470"
"Johan Camargo","Braves","91","365","331","89","20","1","11","41","46","26","71","3","2","1","",".269",".326",".440",".766",".322","","96","-0.1","1.8","","-2.1","2.5","1.2","14950"
"Gregory Polanco","Pirates","130","556","492","123","28","3","22","67","70","53","126","4","9","3","",".249",".325",".449",".774",".325","","100","0.5","-0.2","","0.7","-6.7","1.2","12907"
"Manuel Margot","Rays","86","359","325","81","16","3","9","42","39","27","68","2","12","5","",".250",".310",".404",".714",".303","","91","0.8","4.0","","-3.5","2.7","1.2","14712"
"Austin Barnes","Dodgers","50","197","169","38","8","1","5","20","20","22","47","3","2","1","",".226",".323",".364",".687",".297","","85","-0.2","-0.2","","-4.1","3.9","1.2","12158"
"Manny Pina","Brewers","62","248","224","55","11","1","7","26","29","17","58","3","1","0","",".245",".307",".401",".708",".301","","82","-0.7","1.4","","-6.6","6.6","1.1","2829"
"Niko Goodrum","Tigers","146","629","564","136","30","4","18","71","70","53","172","4","13","5","",".241",".309",".407",".717",".304","","87","2.2","-6.0","","-8.3","-2.2","1.1","12092"
"Ryan McMahon","Rockies","131","532","474","127","27","2","20","64","72","48","142","3","5","2","",".268",".337",".463",".801",".337","","92","0.3","-1.2","","-5.2","-0.5","1.1","15112"
"Starlin Castro","Nationals","122","523","486","137","25","2","16","60","69","29","94","3","3","1","",".283",".325",".440",".765",".322","","95","-0.9","-2.9","","-4.5","-0.9","1.1","4579"
"Jorge Alfaro","Marlins","105","425","390","95","17","2","14","41","49","21","137","9","4","2","",".243",".295",".400",".694",".293","","83","-0.9","-1.2","","-10.7","7.5","1.1","12180"
"Rougned Odor","Rangers","136","566","509","119","26","1","28","71","78","43","154","7","13","7","",".235",".302",".457",".759",".316","","87","1.5","-3.1","","-8.0","-0.8","1.1","12282"
"Nicholas Castellanos","Reds","139","618","561","153","41","2","26","83","85","44","144","6","3","1","",".273",".330",".494",".824",".343","","108","-0.3","-8.3","","6.5","-15.3","1.1","11737"
"Anthony Santander","Orioles","136","582","539","141","30","2","24","69","78","31","116","5","5","2","",".262",".306",".455",".761",".318","","96","0.5","-0.4","","-2.8","-6.6","1.1","14551"
"Jesse Winker","Reds","93","401","346","97","18","1","14","52","48","45","64","5","2","1","",".280",".368",".462",".830",".352","","114","-0.8","-3.0","","6.7","-8.6","1.1","13590"
"Mitch Haniger","Mariners","78","346","302","75","16","1","13","44","41","34","86","6","4","2","",".249",".334",".445",".779",".330","","109","-0.3","0.0","","3.7","-4.9","1.1","14274"
"Alex Avila","Twins","51","205","169","36","7","0","7","25","23","32","68","1","1","0","",".214",".342",".380",".723",".310","","91","-0.8","1.4","","-3.1","5.4","1.1","7476"
"Alex Gordon","Royals","118","505","446","115","23","1","14","58","57","42","97","11","5","2","",".258",".334",".407",".741",".317","","95","-0.9","3.3","","-4.4","-2.6","1.1","5209"
"Willie Calhoun","Rangers","130","549","495","135","25","1","25","72","79","43","84","4","2","1","",".273",".334",".484",".818",".342","","104","-0.3","-3.6","","2.8","-11.4","1.0","17838"
"Nico Hoerner","Cubs","83","333","306","83","15","3","7","35","38","19","42","3","5","2","",".272",".319",".416",".735",".311","","90","0.3","2.5","","-4.1","4.1","1.0","21479"
"Oscar Mercado","Indians","136","602","547","140","29","3","15","75","66","41","116","7","22","10","",".256",".313",".403",".716",".306","","85","0.8","0.5","","-11.0","0.4","1.0","16375"
"Corey Dickerson","Marlins","118","507","468","127","30","4","18","59","63","29","102","4","4","2","",".272",".317",".463",".780",".324","","102","-0.7","-0.8","","0.9","-6.7","1.0","10762"
"Howie Kendrick","Nationals","66","274","248","76","15","1","9","35","38","19","44","3","3","1","",".308",".362",".483",".845",".356","","117","-0.6","-0.6","","5.5","-3.8","1.0","4229"
"Michael Chavis","Red Sox","113","461","415","103","19","1","21","58","64","35","130","5","3","1","",".249",".312",".453",".766",".321","","95","-0.3","0.5","","-3.5","-2.3","1.0","17321"
"Ender Inciarte","Braves","104","445","398","105","19","3","8","51","42","37","69","4","13","5","",".265",".330",".387",".718",".308","","87","1.9","1.0","","-5.9","1.8","1.0","4922"
"Justin Smoak","Brewers","107","462","390","93","18","1","24","61","67","64","109","4","1","0","",".240",".350",".473",".822",".346","","112","-2.2","-0.5","","4.9","-9.7","1.0","9054"
"Scott Kingery","Phillies","144","598","547","131","29","3","18","64","68","37","159","6","15","5","",".240",".294",".406",".700",".296","","79","2.3","2.3","","-14.1","4.9","1.0","17975"
"David Dahl","Rockies","134","578","525","145","30","5","23","75","79","41","148","5","9","4","",".275",".331",".480",".811",".339","","94","0.9","-4.0","","-3.9","-5.0","0.9","13744"
"Victor Caratini","Cubs","60","244","216","57","12","1","7","27","29","21","50","3","1","0","",".263",".334",".421",".755",".323","","97","-0.1","-0.3","","-0.9","2.5","0.9","14968"
"Mallex Smith","Mariners","134","581","518","129","24","6","7","65","47","47","128","7","39","12","",".249",".318",".361",".679",".295","","85","4.0","-5.1","","-6.9","-4.0","0.9","13608"
"Mauricio Dubon","Giants","118","483","449","120","23","1","12","48","51","23","76","3","11","5","",".266",".305",".403",".709",".300","","87","0.3","-0.5","","-8.3","2.2","0.9","16530"
"Hunter Renfroe","Rays","123","518","470","109","22","1","28","64","76","38","151","5","4","1","",".231",".293",".459",".752",".312","","97","-0.3","0.0","","-2.4","-6.5","0.9","15464"
"Rio Ruiz","Orioles","89","362","324","81","14","2","11","40","41","32","78","2","2","1","",".249",".317",".406",".724",".309","","89","-0.3","0.4","","-5.3","1.9","0.9","14103"
"Nick Senzel","Reds","96","425","382","99","22","3","12","53","45","33","99","3","12","5","",".260",".322",".429",".751",".318","","92","0.3","-0.6","","-4.1","-0.4","0.9","19293"
"Ryan Braun","Brewers","109","462","419","112","24","2","21","60","69","35","95","5","8","3","",".268",".329",".487",".815",".339","","107","-1.0","-2.0","","3.4","-9.1","0.9","3410"
"Austin Romine","Tigers","59","230","211","54","12","1","7","25","27","13","51","2","2","1","",".257",".304",".418",".722",".305","","87","-0.5","-0.1","","-4.2","4.8","0.9","5491"
"Wilmer Flores","Giants","82","341","311","87","19","1","12","39","45","21","41","4","1","0","",".281",".332",".463",".794",".334","","109","-1.1","-2.0","","2.8","-4.7","0.9","5827"
"Yoenis Cespedes","Mets","65","285","256","65","13","1","15","38","41","24","73","3","2","1","",".255",".323",".491",".814",".337","","112","0.2","-0.8","","4.7","-4.8","0.9","13110"
"Francisco Mejia","Padres","92","374","343","88","17","2","13","40","46","21","75","4","2","1","",".258",".307",".432",".739",".310","","92","0.1","-0.6","","-3.8","7.1","0.9","16403"
"Luke Voit","Yankees","105","450","389","97","17","1","19","59","59","49","119","6","1","0","",".250",".341",".446",".788",".334","","108","-0.6","-2.0","","4.3","-11.2","0.9","14811"
"Yan Gomes","Nationals","66","262","234","56","12","0","9","28","32","20","67","4","1","0","",".238",".307",".412",".719",".302","","82","-0.4","1.4","","-6.7","7.0","0.9","9627"
"Daniel Vogelbach","Mariners","91","380","317","74","13","0","17","46","48","56","94","2","1","0","",".232",".348",".435",".784",".335","","112","-0.3","0.1","","5.7","-10.2","0.9","14130"
"Adam Haseley","Phillies","110","436","394","100","20","1","12","44","49","30","91","5","5","2","",".255",".314",".404",".718",".305","","86","0.4","0.7","","-7.9","2.6","0.9","19878"
"A.J. Pollock","Dodgers","80","345","312","79","17","1","14","44","45","24","73","5","6","2","",".254",".315",".447",".762",".320","","100","0.8","-0.7","","0.6","-3.0","0.9","9256"
"Alex Dickerson","Giants","106","439","394","107","22","4","13","49","54","34","92","6","3","1","",".272",".337",".449",".786",".330","","106","-0.2","-3.2","","3.5","-8.9","0.9","12649"
"Franklin Barreto","Athletics","78","315","286","68","14","2","11","37","38","21","95","3","6","2","",".238",".297",".416",".713",".301","","89","0.6","0.0","","-3.8","1.4","0.8","15519"
"Marwin Gonzalez","Twins","75","307","276","74","16","1","10","38","40","25","66","3","1","1","",".269",".334",".444",".778",".329","","103","-0.3","-0.7","","1.0","-3.2","0.8","5497"
"Mike Yastrzemski","Giants","136","591","525","128","28","4","18","68","61","52","154","5","7","3","",".243",".316",".415",".731",".310","","93","0.8","-1.5","","-4.8","-5.9","0.8","14854"
"Josh Reddick","Astros","86","353","319","85","14","2","11","43","45","28","51","1","3","1","",".267",".326",".428",".755",".319","","101","0.4","-0.9","","1.0","-5.0","0.8","3892"
"Avisail Garcia","Brewers","110","472","430","116","21","2","20","57","66","31","112","6","6","3","",".269",".324",".463",".787",".329","","101","-0.7","-1.6","","-0.3","-6.6","0.8","5760"
"Aaron Hicks","Yankees","39","168","144","34","7","0","7","23","21","22","39","1","2","1","",".240",".342",".439",".781",".333","","107","0.4","-0.3","","2.0","0.4","0.8","5297"
"Eric Hosmer","Padres","143","621","560","147","27","2","23","73","79","52","138","3","3","2","",".263",".327",".441",".768",".323","","100","-1.3","0.8","","-1.1","-11.1","0.8","3516"
"Shin-Soo Choo","Rangers","146","665","564","144","27","2","23","92","70","79","165","11","10","3","",".256",".356",".432",".788",".338","","101","-0.3","-2.5","","0.9","-16.5","0.8","3174"
"Alec Bohm","Phillies","52","214","193","51","10","1","8","25","27","16","37","2","2","1","",".265",".325",".452",".777",".327","","100","0.2","0.0","","0.1","0.9","0.8","sa3007284"
"D.J. Stewart","Orioles","79","323","282","71","14","1","13","39","40","32","70","4","6","3","",".253",".335",".442",".778",".329","","103","0.1","-1.1","","1.4","-5.1","0.8","17766"
"Tucker Barnhart","Reds","83","334","292","69","15","1","8","34","34","35","69","2","2","1","",".238",".321",".376",".698",".298","","79","-1.5","2.8","","-10.9","9.7","0.8","10200"
